registry_id,primary_name,location_address,city_name,county_name,fips_code,state_code,postal_code,latitude83,longitude83,huc8_code,accuracy_value,collect_mth_desc,ref_point_desc,create_date,update_date,last_reported_date,fac_url,pgm_sys_id,pgm_sys_acrnm,interest_type,program_url,pgm_report_url,public_ind,active_status,federal_agency_name,huc_12,federal_land_ind,fed_facility_code,epa_region_code,key_field,pwsid,facility_id,state_reported,state_intersection
110052648159,CULLIGAN STORE SOL OF IND CO-SERIAL # A30723,2300 WINDY RIDGE PARKWAY,ATLANTA,INDIANA,13067,GA,30339,33.904939999999996,-84.45979,03130001,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2015-02-04T07:04:08Z,2020-05-10T12:39:34Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110052648159,PA5326383 305,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,04,SFDWPA5326383 305,PA5326383,305,PA,GA
110054613263,OXBOW DAM,49669 BROWNLEE-OXBOW HWY,OXBOW,BAKER,41001,OR,97840,44.970954,-116.834965,17050201,367,NA,NA,2012-10-26T14:08:32Z,2020-05-10T12:52:30Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054613263,OR4194284 18392,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,10,SFDWOR4194284 18392,OR4194284,18392,OR,ID
110018683129,LAKE WYLIE BAPTIST CHURCH,15630 YORK ROAD,CHARLOTTE,MECKLENBURG,37119,NC,28278-8836,35.095034,-81.030557,03050101,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T19:46:17Z,2020-05-10T12:50:32Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018683129,NC0160858,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,INACTIVE,NA,030501011505,NA,N,NA,SFDWNC0160858,NC0160858,NA,NC,SC
110018683129,LAKE WYLIE BAPTIST CHURCH,15630 YORK ROAD,CHARLOTTE,MECKLENBURG,37119,NC,28278-8836,35.095034,-81.030557,03050101,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-27T14:00:24Z,2020-05-10T12:40:37Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018683129,NC0160858 6607,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,030501011505,NA,NA,04,SFDWNC0160858 6607,NC0160858,6607,NC,SC
110012825675,MURDOCK WATER SYSTEM,KLICKITAT AVE,LYLE,KLICKITAT,53039,WA,98635,45.654852,-121.18863,17070105,362,INTERPOLATION-PHOTO,FACILITY CENTROID,2002-10-30T17:36:53Z,2020-05-10T12:54:08Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012825675,WA5300682,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWWA5300682,WA5300682,NA,WA,OR
110052648159,CULLIGAN STORE SOL OF IND CO-SERIAL # A30723,2300 WINDY RIDGE PARKWAY,ATLANTA,INDIANA,13067,GA,30339,33.904939999999996,-84.45979,03130001,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T12:11:53Z,2020-05-10T12:53:10Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110052648159,PA5326383,SFDW,NON-TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWPA5326383,PA5326383,NA,PA,GA
110050965657,"NARRAGANSETT INDIAN HEALTH CENTER",4533 S COUNTY TRL,CHARLESTOWN,WASHINGTON,44009,RI,02813,41.41506,-71.64792,01090005,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-26T22:23:09Z,2020-05-10T12:49:14Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050965657,010502004,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,INACTIVE,NA,NA,NA,N,NA,SFDW010502004,010502004,NA,01,RI
110010597470,VILLAGE 2 COMMUNITY ASSOC,"GREENHOUSE BLDG OF VILLAGE 2, STE E",NEW HOPE,BUCKS,42017,PA,18938,40.360105999999995,-74.956834,02040105,5,NA,NA,2012-10-27T17:28:06Z,2020-05-10T12:44:50Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110010597470,PA1090040 300,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,03,SFDWPA1090040 300,PA1090040,300,PA,NJ
110010597470,VILLAGE 2 COMMUNITY ASSOC,"GREENHOUSE BLDG OF VILLAGE 2, STE E",NEW HOPE,BUCKS,42017,PA,18938,40.360105999999995,-74.956834,02040105,5,NA,NA,2012-10-27T17:28:06Z,2020-05-10T12:52:06Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110010597470,PA1090040 301,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,INACTIVE,NA,NA,NA,NA,03,SFDWPA1090040 301,PA1090040,301,PA,NJ
110010597470,VILLAGE 2 COMMUNITY ASSOC,"GREENHOUSE BLDG OF VILLAGE 2, STE E",NEW HOPE,BUCKS,42017,PA,18938,40.360105999999995,-74.956834,02040105,5,NA,NA,2002-10-31T13:29:39Z,2020-05-10T12:50:09Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110010597470,PA1090040,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWPA1090040,PA1090040,NA,PA,NJ
110039255249,FORT MCDOWELL CASINO,10424 N FORT MCDOWELL RD,FORT MCDOWELL,MARICOPA,04013,AZ,85264,33.583135,-111.678821,15060203,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T22:13:04Z,2020-05-10T12:49:18Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039255249,090400686,SFDW,NON-TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,INACTIVE,NA,NA,NA,N,NA,SFDW090400686,090400686,NA,09,AZ
110050301035,LA VETA TOWN OF - LA VETA SWTP01,1 2ND ST,PEABODY,ESSEX,25009,MA,019600000,42.51742,-70.97299,01090001,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-26T19:00:23Z,2020-05-10T12:40:29Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050301035,CO0128500 3941,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,08,SFDWCO0128500 3941,CO0128500,3941,CO,MA
110012897749,NORTH VICTORIA UTILITIES-PLANT - 152 LONGVIEW DR,1650 DES PERES RD STE 303,DES PERES,VICTORIA,NA,MO,63131-1853,38.607,-90.4517,07140102,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T13:44:02Z,2020-05-10T12:45:14Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012897749,TX2350049 7157,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,07,SFDWTX2350049 7157,TX2350049,7157,TX,MO
110016620094,WAH WAHS NOO DA KE,7500 ODAWA CIR,HARBOR SPRINGS,EMMET,26047,MI,49740,45.4405,-84.91551,04060105,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2003-12-29T13:40:33Z,2020-05-10T12:47:23Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110016620094,055293801,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDW055293801,055293801,NA,05,MI
110016620094,WAH WAHS NOO DA KE,7500 ODAWA CIR,HARBOR SPRINGS,EMMET,26047,MI,49740,45.4405,-84.91551,04060105,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2020-05-10T00:00:00Z,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110016620094,055293801 1948,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,05,SFDW055293801 1948,055293801,1948,05,MI
110013100349,GOLDEN SHORES WATER COMPANY-XTP001 - CL2,"7581 E. ACADEMY BLVD, STE 229",DENVER,MOHAVE,04015,CO,80230,39.719359999999995,-104.89637,10190003,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-26T18:13:41Z,2020-05-10T12:40:18Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013100349,AZ0408024 1391,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,INACTIVE,NA,NA,NA,NA,08,SFDWAZ0408024 1391,AZ0408024,1391,AZ,CO
110052777679,EMLENTON TRUCK PLAZA-TREATMENT ROOM,7041 TRUCK WORLD BLVD,HUBBARD,VENANGO,NA,OH,44425,41.17778,-80.56336,05030102,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-26T17:31:03Z,2020-05-10T12:45:09Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110052777679,PA6610830 301,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,05,SFDWPA6610830 301,PA6610830,301,PA,OH
110038366979,COLUMBIA PACIFIC BIO-REFINERY,81200 KALLUNKI RD,CLATSKANIE,COLUMBIA,41009,OR,97016,46.174838,-123.165632,17080003,1,INTERPOLATION-PHOTO,FACILITY CENTROID,2012-10-26T16:20:22Z,2020-05-10T12:40:15Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038366979,OR4195468 24063,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,INACTIVE,NA,170800030207,NA,NA,10,SFDWOR4195468 24063,OR4195468,24063,OR,WA
110012950752,SANTIAGO WATER ASSOCIATION FACILITY,GRENVILLE DR,TAHOLAH,GRAYS HARBOR,53027,WA,98587,47.296800999999995,-124.237518,17100102,351,INTERPOLATION-PHOTO,FACILITY CENTROID,2012-10-26T18:12:11Z,2020-05-10T12:38:54Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012950752,105300081 114,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,10,SFDW105300081 114,105300081,114,10,WA
110012950752,SANTIAGO WATER ASSOCIATION FACILITY,GRENVILLE DR,TAHOLAH,GRAYS HARBOR,53027,WA,98587,47.296800999999995,-124.237518,17100102,351,INTERPOLATION-PHOTO,FACILITY CENTROID,2002-10-30T18:12:46Z,2020-05-10T12:42:28Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012950752,105300081,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDW105300081,105300081,NA,10,WA
110013100349,GOLDEN SHORES WATER COMPANY-XTP001 - CL2,"7581 E. ACADEMY BLVD, STE 229",DENVER,MOHAVE,04015,CO,80230,39.719359999999995,-104.89637,10190003,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2002-10-30T18:46:46Z,2020-05-10T12:49:22Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013100349,AZ0408024,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWAZ0408024,AZ0408024,NA,AZ,CO
110038366979,COLUMBIA PACIFIC BIO-REFINERY,81200 KALLUNKI RD,CLATSKANIE,COLUMBIA,41009,OR,97016,46.174838,-123.165632,17080003,1,INTERPOLATION-PHOTO,FACILITY CENTROID,2015-02-04T07:04:00Z,2020-05-10T12:52:19Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038366979,OR4195468 24223,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,170800030207,NA,NA,10,SFDWOR4195468 24223,OR4195468,24223,OR,WA
110052777679,EMLENTON TRUCK PLAZA-TREATMENT ROOM,7041 TRUCK WORLD BLVD,HUBBARD,VENANGO,NA,OH,44425,41.17778,-80.56336,05030102,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T12:31:29Z,2020-05-10T12:51:33Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110052777679,PA6610830,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWPA6610830,PA6610830,NA,PA,OH
110038366979,COLUMBIA PACIFIC BIO-REFINERY,81200 KALLUNKI RD,CLATSKANIE,COLUMBIA,41009,OR,97016,46.174838,-123.165632,17080003,1,INTERPOLATION-PHOTO,FACILITY CENTROID,2012-10-27T02:24:52Z,2020-05-10T12:43:28Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038366979,OR4195468,SFDW,NON-TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,CHANGED TO NON-PUBLIC SYSTEM,NA,170800030207,NA,N,NA,SFDWOR4195468,OR4195468,NA,OR,WA
110071196447,CAMP BROOKLEDGE-TREATMENT PLANT (CHLORINATION),100 PARK AVE APT 3006,FORT LEE,NA,NA,NJ,07024,40.86027,-73.99551,02030103,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2022-01-27T00:00:00Z,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071196447,NY4514090 66628,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,NA,NA,NA,NA,NA,02,SFDWNY4514090 66628,NY4514090,66628,NY,NJ
110040474466,CLEAN HARBORS ENVIRONMENTAL SERVICES,42 LONGWATER DR,NORWELL,PLYMOUTH,25023,MA,02061,42.16308,-70.88708,01090002,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2020-05-10T00:00:00Z,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040474466,TX1012759 141511,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,01,SFDWTX1012759 141511,TX1012759,141511,TX,MA
110012897749,NORTH VICTORIA UTILITIES-PLANT - 152 LONGVIEW DR,1650 DES PERES RD STE 303,DES PERES,VICTORIA,NA,MO,63131-1853,38.607,-90.4517,07140102,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2002-10-30T17:58:34Z,2020-05-10T12:48:33Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012897749,TX2350049,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWTX2350049,TX2350049,NA,TX,MO
110013886875,3M SPECIALTY FILM & MEDIA PRODUCTS,22614 ROUTE 84 N,CORDOVA,ROCK ISLAND,17161,IL,61242,41.755,-90.284167,07080101,NA,NA,NA,2012-10-27T17:42:54Z,2020-05-10T12:47:44Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013886875,IL3049031,SFDW,NON-TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,070801010402,NA,N,NA,SFDWIL3049031,IL3049031,NA,IL,IA
110050930668,"ALASKA GENERAL SEAFOODS NAKNEK-FREEZING-TP FOR PAUG VIK, INC. INLET SALMON",6425 NE 175TH STREET,KENMORE,BRISTOL BAY ,NA,WA,98028,47.75821,-122.25573,17110012,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T21:55:41Z,2020-05-10T12:41:12Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050930668,AK2262705,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWAK2262705,AK2262705,NA,AK,WA
110012940513,HUNGRY VALLEY (RENO-SPARKS),98 COLONY ROAD,RENO,WASHOE,32031,NV,89502-1230,39.528527,-119.78559,16050102,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2002-10-30T18:10:36Z,2020-05-10T12:53:25Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012940513,093200369,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,160501020508,NA,N,NA,SFDW093200369,093200369,NA,09,NV
110013197156,MARIE'S MHP-MARIE'S MHP,3500 PIEDMONT RD NE,ATLANTA,MARION,NA,GA,30305,33.84948,-84.37666,03130001,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2002-10-30T19:09:35Z,2020-05-10T12:37:44Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013197156,FL3420805,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWFL3420805,FL3420805,NA,FL,GA
110050930668,"ALASKA GENERAL SEAFOODS NAKNEK-FREEZING-TP FOR PAUG VIK, INC. INLET SALMON",6425 NE 175TH STREET,KENMORE,BRISTOL BAY ,NA,WA,98028,47.75821,-122.25573,17110012,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T17:22:22Z,2020-05-10T12:51:59Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050930668,AK2262705 32520,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,10,SFDWAK2262705 32520,AK2262705,32520,AK,WA
110051987560,LINDGREN RF ENCLOSURE INC-TM841,1301 ARROW POINT DR,CEDAR PARK,ONEIDA,48491,TX,78613,30.53445,-97.80184,12070205,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T15:10:14Z,2020-05-10T12:52:10Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110051987560,WI7440099 1T,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,INACTIVE,NA,NA,NA,NA,06,SFDWWI7440099 1T,WI7440099,1T,WI,TX
110012940513,HUNGRY VALLEY (RENO-SPARKS),98 COLONY ROAD,RENO,WASHOE,32031,NV,89502-1230,39.528527,-119.78559,16050102,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T18:23:43Z,2020-05-10T12:39:41Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012940513,093200369 3200369TP001,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,160501020508,NA,NA,09,SFDW093200369 3200369TP001,093200369,3200369TP001,09,NV
110051987560,LINDGREN RF ENCLOSURE INC-TM841,1301 ARROW POINT DR,CEDAR PARK,ONEIDA,48491,TX,78613,30.53445,-97.80184,12070205,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T15:13:03Z,2020-05-10T12:39:11Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110051987560,WI7440099 2T,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,06,SFDWWI7440099 2T,WI7440099,2T,WI,TX
110051987560,LINDGREN RF ENCLOSURE INC-TM841,1301 ARROW POINT DR,CEDAR PARK,ONEIDA,48491,TX,78613,30.53445,-97.80184,12070205,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T04:39:32Z,2020-05-10T12:38:09Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110051987560,WI7440099,SFDW,NON-TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWWI7440099,WI7440099,NA,WI,TX
